Local time,Open,High,Low,Close,Volume
19.06.2003 21:00:00.000 GMT+0800,1.32981,1.33437,1.32170,1.32332,88206.4009
20.06.2003 01:00:00.000 GMT+0800,1.32330,1.32387,1.31109,1.31378,115529.3486
20.06.2003 05:00:00.000 GMT+0800,1.31351,1.31801,1.31252,1.31661,30835.2998
20.06.2003 09:00:00.000 GMT+0800,1.31655,1.31673,1.31428,1.31505,31024.5996
20.06.2003 13:00:00.000 GMT+0800,1.31566,1.32245,1.31552,1.32066,31043.8999
20.06.2003 17:00:00.000 GMT+0800,1.32100,1.32455,1.31904,1.32339,32006.999499999998
20.06.2003 21:00:00.000 GMT+0800,1.32377,1.33058,1.32191,1.32835,87079.3018
21.06.2003 01:00:00.000 GMT+0800,1.32841,1.33699,1.32756,1.32848,115433.9746
21.06.2003 05:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
21.06.2003 09:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
21.06.2003 13:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
21.06.2003 17:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
21.06.2003 21:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 01:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 05:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 09:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 13:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 17:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
22.06.2003 21:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
23.06.2003 01:00:00.000 GMT+0800,1.32848,1.32848,1.32848,1.32848,0
