Local time,Open,High,Low,Close,Volume
01.01.2018 06:00:00.000 GMT+0800,14313,14313,14313,14313,0
02.01.2018 06:00:00.000 GMT+0800,13599,15297,13021,14828,850.8045
03.01.2018 06:00:00.000 GMT+0800,14855,15474,14656,15118,892.7343000000001
04.01.2018 06:00:00.000 GMT+0800,15106,15467,14267,14995,881.6452999999999
05.01.2018 06:00:00.000 GMT+0800,14992,16980,14886,16882,912.7275000000002
06.01.2018 06:00:00.000 GMT+0800,16882,16882,16882,16882,0
07.01.2018 06:00:00.000 GMT+0800,16882,16882,16882,16882,0
08.01.2018 06:00:00.000 GMT+0800,16243,16511,13965,14996,897.1300999999999
09.01.2018 06:00:00.000 GMT+0800,14986,15421,14210,14591,748.6064999999999
10.01.2018 06:00:00.000 GMT+0800,14560,14749,13488,14544,837.8916999999999
11.01.2018 06:00:00.000 GMT+0800,14554,15014,12844,13516,764.627
12.01.2018 06:00:00.000 GMT+0800,13557,14166,12883,13797,756.9734
13.01.2018 06:00:00.000 GMT+0800,13797,13797,13797,13797,0
14.01.2018 06:00:00.000 GMT+0800,13797,13797,13797,13797,0
15.01.2018 06:00:00.000 GMT+0800,13460,14374,13443,13954,781.7226
16.01.2018 06:00:00.000 GMT+0800,13938,13973,10408,10748,675.3453
17.01.2018 06:00:00.000 GMT+0800,10630,11821,9225,11433,806.7389000000001
18.01.2018 06:00:00.000 GMT+0800,11411,12107,10646,11573,1055.0409
19.01.2018 06:00:00.000 GMT+0800,11572,11985,10940,11410,1256.6244999999997
20.01.2018 06:00:00.000 GMT+0800,11410,11410,11410,11410,0
21.01.2018 06:00:00.000 GMT+0800,11410,11410,11410,11410,0
22.01.2018 06:00:00.000 GMT+0800,11424,11932,10080,10402,1428.7724
23.01.2018 06:00:00.000 GMT+0800,10389,11439,10008,11032,1418.6071
24.01.2018 06:00:00.000 GMT+0800,11034,11545,10547,11266,1201.7037999999998
25.01.2018 06:00:00.000 GMT+0800,11256,11763,10947,11301,1027.7057
26.01.2018 06:00:00.000 GMT+0800,11305,11664,10361,10948,1055.8315
27.01.2018 06:00:00.000 GMT+0800,10948,10948,10948,10948,0
28.01.2018 06:00:00.000 GMT+0800,10948,10948,10948,10948,0
29.01.2018 06:00:00.000 GMT+0800,11828,11835,11095,11306,6.2738000000000005
30.01.2018 06:00:00.000 GMT+0800,11290,11306,9856,10201,8.0322
31.01.2018 06:00:00.000 GMT+0800,10195,10443,9684,10065,7.9079
01.02.2018 06:00:00.000 GMT+0800,10057,10299,8701,9176,8.523100000000001
02.02.2018 06:00:00.000 GMT+0800,9185,9287,7664,8635,8.5823
03.02.2018 06:00:00.000 GMT+0800,8635,8635,8635,8635,0
04.02.2018 06:00:00.000 GMT+0800,8635,8635,8635,8635,0
05.02.2018 06:00:00.000 GMT+0800,8118,8471,6641,7167,350.39320000000004
06.02.2018 06:00:00.000 GMT+0800,7198,7984,5982,7812,1239.9699999999998
07.02.2018 06:00:00.000 GMT+0800,7815,8638,7240,8138,1077.3600000000001
08.02.2018 06:00:00.000 GMT+0800,8131,8680,7587,8230,942.8999999999997
09.02.2018 06:00:00.000 GMT+0800,8224,8777,7806,8606,820.0100000000001
10.02.2018 06:00:00.000 GMT+0800,8606,8606,8606,8606,0
11.02.2018 06:00:00.000 GMT+0800,8606,8606,8606,8606,0
12.02.2018 06:00:00.000 GMT+0800,8344,8954,8070,8884,269.8134
13.02.2018 06:00:00.000 GMT+0800,8884,9028,8423,8610,813.7500000000001
14.02.2018 06:00:00.000 GMT+0800,8621,9419,8540,9343,884.0599999999997
